Address,2019 EUI,"2019 Energy Ranking 
(1 being the least energy intensive building of the building type and size)",2020 EUI,"2020 Energy Ranking 
(1 being the least energy intensive building of the building type and size)",2021 EUI,"2021 Energy Ranking 
(1 being the least energy intensive building of the building type and size)",Building Type,Main Function,Building Size,TOP/CSC Year,Green Mark Award,Year of Green Mark Award,Green Mark Version,GFA,AC Area,AC Area Percentage,No. Of Hotel Rooms,Type of Air-conditioning System,Age  of Chiller,Air-con system efficiency (kW/RT),Date of Last Audit/Health Check,LED Percentage Usage,Installation of Solar PV,postal_code,lat,lon,plan_area
"5 ENGINEERING DRIVE 1, SINGAPORE 117608",,,,,,,Educational Institution,Univerisity,,2009.0,Platinum,2018.0,Existing Building for Non-Residential buildings (version 3),,,,,Others,0.0,0.6,2017-01-13,0.0,N,117608,1.29932625822247,103.772969227216,QUEENSTOWN
"28 MEDICAL DRIVE, SINGAPORE 117456",,,,,,,Educational Institution,Univerisity,,2001.0,Platinum,2017.0,Existing Building for Non-Residential buildings (version 3),,,,,District Cooling Plant,7.0,0.59,2018-09-14,0.0,N,117456,1.29442159345295,103.780652216539,QUEENSTOWN
"5A ENGINEERING DRIVE 1, SINGAPORE 117411",,,,,,,Educational Institution,Univerisity,,2006.0,Gold,2016.0,Existing Building for Non-Residential buildings (version 2.1),,,,,District Cooling Plant,5.0,0.57,2021-03-24,0.0,N,117411,1.29989420522547,103.772057946174,QUEENSTOWN
"13 COMPUTING DRIVE, SINGAPORE 117417",,,,,,,Educational Institution,Univerisity,,1980.0,,,,,,,,District Cooling Plant,24.0,1.0,2019-04-16,0.0,N,117417,1.29499029079782,103.773912326613,QUEENSTOWN
"15 COMPUTING DRIVE, SINGAPORE 117418",,,,,,,Educational Institution,Univerisity,,1982.0,,,,,,,,District Cooling Plant,24.0,1.0,2019-04-16,0.0,N,117418,1.29350168367362,103.774263931422,QUEENSTOWN
"3 RESEARCH LINK, SINGAPORE 117602",,,,,,,Educational Institution,Univerisity,,1999.0,Platinum,2017.0,Existing Building for Non-Residential buildings (version 3),,,,,District Cooling Plant,6.0,0.57,2021-03-24,0.0,N,117602,1.29455254815536,103.775715192725,QUEENSTOWN
"5 RESEARCH LINK, SINGAPORE 117603",,,,,,,Educational Institution,Univerisity,,1999.0,,,,,,,,District Cooling Plant,6.0,0.57,2021-03-24,0.0,N,117603,1.2956334587982,103.775122943354,QUEENSTOWN
"7 ENGINEERING DRIVE 1, SINGAPORE 117574",,,,,,,Educational Institution,Univerisity,,1999.0,,,,,,,,District Cooling Plant,4.0,0.6,2017-01-13,0.0,N,117574,1.30040772008117,103.771444631885,QUEENSTOWN
"9 ENGINEERING DRIVE 1, SINGAPORE 117575",,,,,,,Educational Institution,Univerisity,,1999.0,Platinum,2022.0,GM: 2021 In Operation,,,,,District Cooling Plant,5.0,0.57,2021-03-24,100.0,N,117575,1.30016033509678,103.770474334286,QUEENSTOWN
"1 ENGINEERING DRIVE 2, SINGAPORE 117576",,,,,,,Educational Institution,Univerisity,,1999.0,GoldPlus,2020.0,GM NRB: 2015,,,,,District Cooling Plant,5.0,0.6,2021-03-24,50.0,N,117576,1.29944746821964,103.770318246952,QUEENSTOWN
"2 ENGINEERING DRIVE 2, SINGAPORE 117577",,,,,,,Educational Institution,Univerisity,,1976.0,,,,,,,,Others,6.0,,,0.0,N,117577,1.2984311448376,103.770814080386,QUEENSTOWN
"3 ENGINEERING DRIVE 2, SINGAPORE 117578",,,,,,,Educational Institution,Univerisity,,1976.0,,,,,,,,District Cooling Plant,24.0,1.0,2019-04-16,100.0,N,117578,1.29865331898228,103.770923658904,QUEENSTOWN
"5 ENGINEERING DRIVE 2, SINGAPORE 117579",,,,,,,Educational Institution,Univerisity,,1976.0,,,,,,,,District Cooling Plant,5.0,0.57,2021-03-24,0.0,N,117579,1.29946024437039,103.771139219284,QUEENSTOWN
"1 ENGINEERING DRIVE 3, SINGAPORE 117580",,,,,,,Educational Institution,Univerisity,,1976.0,Platinum,2022.0,GM: 2021 In Operation,,,,,District Cooling Plant,4.0,0.6,2017-01-13,100.0,N,117580,1.29935665587108,103.772454581851,QUEENSTOWN
"2 ENGINEERING DRIVE 3, SINGAPORE 117581",,,,,,,Educational Institution,Univerisity,,1976.0,,,,,,,,District Cooling Plant,5.0,0.6,2017-01-13,50.0,N,117581,1.29958060550022,103.771481952066,QUEENSTOWN
"3 ENGINEERING DRIVE 3, SINGAPORE 117582",,,,,,,Educational Institution,Univerisity,,1998.0,,,,,,,,District Cooling Plant,5.0,0.57,2021-03-24,50.0,N,117582,1.29879395747159,103.772611281177,QUEENSTOWN
"4 ENGINEERING DRIVE 3, SINGAPORE 117583",,,,,,,Educational Institution,Univerisity,,1976.0,Platinum,2019.0,Existing Non-Residental Buildings ENRB: 2017,,,,,District Cooling Plant,5.0,0.57,2017-01-13,80.0,N,117583,1.29854765142743,103.772232966212,QUEENSTOWN
"2 ENGINEERING DRIVE 4, SINGAPORE 117584",,,,,,,Educational Institution,Univerisity,,1976.0,,,,,,,,District Cooling Plant,5.0,0.6,2017-01-13,0.0,N,117584,1.29762640615981,103.772781679312,QUEENSTOWN
"4 ENGINEERING DRIVE 4, SINGAPORE 117585",,,,,,,Educational Institution,Univerisity,,1976.0,,,,,,,,District Cooling Plant,5.0,0.6,2017-01-13,0.0,N,117585,1.29762640615981,103.772781679312,QUEENSTOWN
"1 HON SUI SEN DRIVE, SINGAPORE 117588",,,,,,,Educational Institution,Univerisity,,1986.0,,,,,,,,District Cooling Plant,24.0,1.0,2019-04-16,0.0,N,117588,1.2929384389012,103.774474915814,QUEENSTOWN
"2 ARCHITECTURE DRIVE, SINGAPORE 117565",,,,,,,Educational Institution,Univerisity,,1976.0,,,,,,,,District Cooling Plant,4.0,0.57,2021-03-24,0.0,N,117565,1.29739542983749,103.771122173375,QUEENSTOWN
"4 ARCHITECTURE DRIVE, SINGAPORE 117566",,,,,,,Educational Institution,Univerisity,,1976.0,Platinum,2018.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Others,0.0,0.6,2017-01-13,100.0,N,117566,1.29745660325612,103.770918476734,QUEENSTOWN
"3 PRINCE GEORGES PARK, SINGAPORE 118402",,,,,,,Educational Institution,Univerisity,,1950.0,,,,,,,,Others,5.0,,,0.0,N,118402,1.29256147679667,103.779775180344,QUEENSTOWN
"4 PRINCE GEORGES PARK, SINGAPORE 118403",,,,,,,Educational Institution,Univerisity,,1950.0,,,,,,,,Others,16.0,,,0.0,N,118403,1.29292147859378,103.779329260713,QUEENSTOWN
"5 PRINCE GEORGES PARK, SINGAPORE 118404",,,,,,,Educational Institution,Univerisity,,1950.0,,,,,,,,Others,5.0,,,0.0,N,118404,1.29314458096132,103.778855407326,QUEENSTOWN
"8 PRINCE GEORGES PARK, SINGAPORE 118407",,,,,,,Educational Institution,Univerisity,,1950.0,,,,,,,,Others,15.0,,,0.0,N,118407,1.29339030142183,103.777777802788,QUEENSTOWN
"12 PRINCE GEORGES PARK, SINGAPORE 118411",,,,,,,Educational Institution,Univerisity,,2018.0,Platinum,2017.0,New Building for Non-Residential buildings (version 4.1),,,,,Others,1.0,,,100.0,Y,118411,1.29311862007402,103.77669018524,QUEENSTOWN
"15 PRINCE GEORGES PARK, SINGAPORE 118414",,,,,,,Educational Institution,Univerisity,,1950.0,,,,,,,,Others,3.0,,,0.0,N,118414,0,0,NA
"17 PRINCE GEORGES PARK, SINGAPORE 118416",,,,,,,Educational Institution,Univerisity,,1950.0,,,,,,,,Others,8.0,,,0.0,N,118416,1.2921478205048,103.779163528715,QUEENSTOWN
"18 PRINCE GEORGES PARK, SINGAPORE 118417",,,,,,,Educational Institution,Univerisity,,1950.0,,,,,,,,Others,8.0,,,0.0,N,118417,1.29230686623235,103.779487004358,QUEENSTOWN
"30 LOWER KENT RIDGE ROAD, SINGAPORE 119075",,,,,,,Educational Institution,Univerisity,,1982.0,,,,,,,,Others,10.0,,,0.0,N,119075,1.29930374064889,103.775693154062,QUEENSTOWN
"10 LOWER KENT RIDGE ROAD, SINGAPORE 119076",,,,,,,Educational Institution,Univerisity,,1998.0,,,,,,,,District Cooling Plant,6.0,0.59,2018-09-14,0.0,N,119076,1.29779464772932,103.780638335602,QUEENSTOWN
"21 LOWER KENT RIDGE ROAD, SINGAPORE 119077",,,,,,,Educational Institution,Univerisity,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,16.0,0.65,2019-06-28,0.0,N,119077,1.30132731885327,103.774277256297,QUEENSTOWN
"11 LOWER KENT RIDGE ROAD, SINGAPORE 119083",,,,,,,Educational Institution,Univerisity,,2009.0,,,,,,,,Others,5.0,,,20.0,N,119083,1.29703784526267,103.781585905666,QUEENSTOWN
"11 KENT RIDGE ROAD, SINGAPORE 119220",,,,,,,Educational Institution,Univerisity,,2010.0,,,,,,,,Others,11.0,,,0.0,N,119220,1.29700887892611,103.775424365415,QUEENSTOWN
"12 KENT RIDGE ROAD, SINGAPORE 119221",,,,,,,Educational Institution,Univerisity,,1928.0,,,,,,,,Others,14.0,,,0.0,N,119221,1.29724392622216,103.775199354092,QUEENSTOWN
"12A KENT RIDGE ROAD, SINGAPORE 119222",,,,,,,Educational Institution,Univerisity,,1928.0,,,,,,,,Others,5.0,,,0.0,N,119222,1.29745123088409,103.774818635046,QUEENSTOWN
"8 ARCHITECTURE DRIVE, SINGAPORE117356",,,,,,,Educational Institution,Univerisity,,2018.0,Platinum,2022.0,GM: 2021 In Operation,,,,,District Cooling Plant,4.0,0.6,2017-01-13,100.0,Y,117356,1.29685953572884,103.770332505183,QUEENSTOWN
"6 ENGINEERING DRIVE 4, SINGAPORE 117361",,,,,,,Educational Institution,Univerisity,,2015.0,GoldPlus,2021.0,GM: 2021 In Operation,,,,,District Cooling Plant,5.0,0.6,2021-03-24,0.0,N,117361,1.29894276188722,103.771421284551,QUEENSTOWN
"2 CONSERVATORY DRIVE, SINGAPORE 117377",,,,,,,Educational Institution,Univerisity,,2014.0,Gold,2014.0,New Building for Non-Residential buildings (version 4),,,,,District Cooling Plant,16.0,0.8,2019-07-24,0.0,N,117377,1.30149100420132,103.77360524199,QUEENSTOWN
"71 NANYANG DRIVE, SINGAPORE 638075",,,,,,,Educational Institution,Univerisity,,1993.0,Platinum,2018.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,3.0,0.52,2021-11-28,100.0,N,638075,1.34827889477022,103.681647560648,WESTERN WATER CATCHMENT
"61 CHANGI SOUTH AVENUE 1, SINGAPORE 486000",,,,,,,Educational Institution,Univerisity,,2015.0,Platinum,2019.0,New Building for Non-Residential buildings (version 4),,,,,Water Cooled Chilled Water Plant,4.0,,,1.0,N,486000,1.34152217956214,103.964850461037,TAMPINES
"21 BUKIT BATOK STREET 22, SINGAPORE 659589",162.51001975959164,9.0,136.03858883583072,10.0,168.30824962950766,10.0,Educational Institution,ITE/ Polytechnic,,1995.0,,,,6073.0,4500.0,0.7409846863164828,0.0,Others,10.0,,,30.0,N,659589,1.34372501466193,103.750087137915,BUKIT BATOK
"80 BENCOOLEN STREET, SINGAPORE 189655",194.49378217769012,10.0,125.47743964421855,8.0,127.62730140647592,9.0,Educational Institution,ITE/ Polytechnic,,2004.0,Gold,2012.0,Existing Building for Non-Residential buildings (version 2.1),45646.0,28358.0,0.755689388690508,0.0,Water Cooled Chilled Water Plant,0.0,0.85,2017-05-05,50.0,N,189655,1.30003103413786,103.851653495336,ROCHOR
"180 ANG MO KIO AVENUE 8, SINGAPORE 569830",151.9306753458096,8.0,117.8843109325283,7.0,121.96434721602142,8.0,Educational Institution,ITE/ Polytechnic,,1998.0,Platinum,2019.0,Existing Building for Non-Residential buildings (version 3),282222.0,183561.0,0.6946884402142033,280.0,Others,0.0,0.63,2019-03-01,24.0,N,569830,1.37822176917059,103.849985214069,ANG MO KIO
"9 WOODLANDS AVENUE 9, SINGAPORE 738964",150.00914724176562,7.0,127.63275196962418,9.0,116.95533186243183,7.0,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,214381.0,170677.0,0.800012186947779,0.0,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,20.0,N,738964,1.44378204421843,103.784318833308,WOODLANDS
"1 CHOA CHU KANG GROVE, SINGAPORE 688236",114.46449333850995,4.0,96.40663186072173,4.0,103.68143875924639,6.0,Educational Institution,ITE/ Polytechnic,,2010.0,Platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,97876.0,80136.0,0.8187502554252319,22.0,Water Cooled Chilled Water Plant,10.0,0.65,2018-05-13,5.0,N,688236,1.37527500765096,103.752407481466,CHOA CHU KANG
"21 TAMPINES AVENUE 1, SINGAPORE 529757",128.13057877328447,5.0,101.97585511392207,6.0,102.17000312880624,5.0,Educational Institution,ITE/ Polytechnic,,1995.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,357964.0,1541850.0,4.307276709389771,0.0,Water Cooled Chilled Water Plant,6.0,0.68,2020-12-21,17.0,Y,529757,1.34648847859959,103.931669261299,TAMPINES
"500 DOVER ROAD, SINGAPORE 139651",129.6589220231094,6.0,101.89814571369266,5.0,99.66273438040545,4.0,Educational Institution,ITE/ Polytechnic,,1978.0,GoldPlus,2019.0,Existing Non-Residental Buildings ENRB: 2017,289060.0,150000.0,0.5189234069051408,0.0,Water Cooled Chilled Water Plant,5.0,,,13.0,N,139651,1.30899322134478,103.778430262136,QUEENSTOWN
"2 ANG MO KIO DRIVE, SINGAPORE 567720",103.83531013380355,3.0,91.00712063063997,3.0,95.1520589150503,3.0,Educational Institution,ITE/ Polytechnic,,2012.0,Platinum,2017.0,Existing Building for Non-Residential buildings (version 3),192820.0,131450.0,0.6817238875635308,0.0,Water Cooled Chilled Water Plant,3.0,0.61,2015-10-30,4.0,Y,567720,1.37724447883816,103.856431219196,ANG MO KIO
"10 SIMEI AVENUE, SINGAPORE 486047",96.98540721032938,2.0,75.42998604551309,2.0,74.67939949702509,2.0,Educational Institution,ITE/ Polytechnic,,2004.0,Platinum,2018.0,Existing Building for Non-Residential buildings (version 3),130424.0,71431.0,0.5476829417898547,0.0,Water Cooled Chilled Water Plant,5.0,0.57,2020-07-31,42.0,Y,486047,1.3334475626498,103.955310837048,TAMPINES
"535 CLEMENTI ROAD, SINGAPORE 599489",81.3975637274285,1.0,60.877858705680765,1.0,59.239277975484384,1.0,Educational Institution,ITE/ Polytechnic,,1963.0,GoldPlus,2020.0,Existing Building for Non-Residential buildings (version 3),379350.0,169318.0,0.4463371556609991,0.0,Water Cooled Chilled Water Plant,4.0,0.58,2020-12-23,36.0,Y,599489,1.33248057179977,103.773305880529,BUKIT TIMAH
"38 BENCOOLEN STREET, SINGAPORE 189654",,,,,,,Educational Institution,ITE/ Polytechnic,,2004.0,,,,,,,,Others,1.0,,,70.0,N,189654,1.29870925104059,103.850556741936,ROCHOR
"151 BENCOOLEN STREET, SINGAPORE 189656",,,,,,,Educational Institution,ITE/ Polytechnic,,2004.0,Platinum,2014.0,Existing Building for Non-Residential buildings (version 3),,,,,Water Cooled Chilled Water Plant,3.0,0.65,,56.0,N,189656,1.30129975903642,103.851960226693,ROCHOR
"3 WOODLANDS AVENUE 9, SINGAPORE 738961",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,12.0,N,738961,1.44272787225591,103.785458407498,WOODLANDS
"5 WOODLANDS AVENUE 9, SINGAPORE 738962",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,22.0,N,738962,1.44338209052932,103.786551792217,WOODLANDS
"7 WOODLANDS AVENUE 9, SINGAPORE 738963",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,14.0,N,738963,1.44354192155818,103.784873676224,WOODLANDS
"11 WOODLANDS AVENUE 9, SINGAPORE 738965",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,14.0,N,738965,1.44429404554368,103.784150588456,WOODLANDS
"13 WOODLANDS AVENUE 9, SINGAPORE 738966",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,14.0,N,738966,1.44485092085472,103.784192501757,WOODLANDS
"15 WOODLANDS AVENUE 9, SINGAPORE 738967",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,14.0,N,738967,1.4454122761138,103.783018377172,WOODLANDS
"17 WOODLANDS AVENUE 9, SINGAPORE 738968",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Others,3.0,1.05,2018-09-30,15.0,N,738968,1.44718077518335,103.784252932536,WOODLANDS
"21 WOODLANDS AVENUE 9, SINGAPORE 738970",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,14.0,N,738970,1.44417010356082,103.785839746445,WOODLANDS
"23 WOODLANDS AVENUE 9, SINGAPORE 738971",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,13.0,N,738971,1.44417010356082,103.785839746445,WOODLANDS
"39 WOODLANDS AVENUE 9, SINGAPORE 737903",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,100.0,N,737903,1.44486505110772,103.786877450071,WOODLANDS
"37 WOODLANDS AVENUE 9, SINGAPORE 737904",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,0.0,N,737904,1.44526289027265,103.78577733438,WOODLANDS
"35 WOODLANDS AVENUE 9, SINGAPORE 737905",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,0.0,N,737905,1.44417010356082,103.785839746445,WOODLANDS
"33 WOODLANDS AVENUE 9, SINGAPORE 737906",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,0.0,N,737906,1.44417563216896,103.785867291063,WOODLANDS
"31 WOODLANDS AVENUE 9, SINGAPORE 737907",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,61.0,N,737907,1.44384561792625,103.785358468661,WOODLANDS
"29 WOODLANDS AVENUE 9, SINGAPORE 737908",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,5.0,N,737908,1.44440375856139,103.785265417863,WOODLANDS
"25 WOODLANDS AVENUE 9, SINGAPORE 737910",,,,,,,Educational Institution,ITE/ Polytechnic,,2005.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,14.0,0.93,2019-10-30,20.0,N,737910,1.44417010356082,103.785839746445,WOODLANDS
"45 WOODLANDS AVENUE 9, SINGAPORE737732",,,,,,,Educational Institution,ITE/ Polytechnic,,2020.0,,,,,,,,Others,2020.0,,,100.0,N,737732,1.44710277853451,103.784956697699,WOODLANDS
"41 WOODLANDS AVENUE 9, SINGAPORE 737728",,,,,,,Educational Institution,ITE/ Polytechnic,,2014.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,5.0,,,1.0,N,737728,1.44468927736695,103.783404867745,WOODLANDS
"43 WOODLANDS AVENUE 9, SINGAPORE 737729",,,,,,,Educational Institution,ITE/ Polytechnic,,2014.0,Platinum,2021.0,Existing Non-Residental Buildings ENRB: 2017,,,,,Water Cooled Chilled Water Plant,5.0,0.65,2015-01-05,3.0,N,737729,1.44427220470164,103.783638071171,WOODLANDS
"1 MARINE PARADE CENTRAL, SINGAPORE 449408",213.19242065961416,20.0,178.1906150176312,20.0,197.17819643227548,21.0,Educational Institution,Private School,,1998.0,,,,9642.0,9205.0,0.9546774528106202,0.0,Others,0.0,,,85.0,N,449408,1.30188732078192,103.905996468402,MARINE PARADE
"73 BRAS BASAH ROAD, SINGAPORE 189556",234.0862729844413,21.0,181.66129773691657,21.0,175.92546852899574,20.0,Educational Institution,Private School,,1976.0,Gold,2015.0,Existing Building for Non-Residential buildings (version 3),5656.0,5656.0,1.0,0.0,Water Cooled Chilled Water Plant,6.0,0.57,2017-10-26,27.0,N,189556,1.29673240117682,103.851501214556,MUSEUM
"1 MCNALLY STREET, SINGAPORE 187940",176.8800259609748,18.0,131.92549842280098,18.0,158.03261033414287,19.0,Educational Institution,Private School,,2007.0,Gold,2019.0,Existing Building for Non-Residential buildings (version 3),35823.0,19823.0,0.5533595734583927,0.0,Water Cooled Chilled Water Plant,12.0,0.85,2018-12-17,30.0,N,187940,1.30281272179086,103.851686608385,ROCHOR
"2 ONE-NORTH GATEWAY, SINGAPORE 138502",179.2859799181852,19.0,138.88248419486797,19.0,143.85552249907028,18.0,Educational Institution,Private School,,2014.0,Platinum,2016.0,New Building for Non-Residential buildings (version 4.1),5378.0,4899.0,0.9109334325027891,0.0,Others,5.0,0.75,,15.0,N,138502,0,0,NA
"1 SELEGIE ROAD, SINGAPORE 188306",154.17417598021254,15.0,99.05768275925247,13.0,139.13185141077318,17.0,Educational Institution,Private School,,1984.0,Platinum,2010.0,Existing Building (version 2),21832.0,17465.0,0.7999725174056431,0.0,Water Cooled Chilled Water Plant,16.0,,,5.0,N,188306,1.30010826723486,103.849264127911,ROCHOR
"1 AYER RAJAH AVENUE, SINGAPORE 138676",160.79987118145013,17.0,129.7822548265132,17.0,137.89487904440057,16.0,Educational Institution,Private School,,1999.0,Platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,29887.0,15862.0,0.5307324254692676,133.0,Water Cooled Chilled Water Plant,7.0,0.58,2021-07-07,35.0,Y,138676,1.29975202317474,103.786479257926,QUEENSTOWN
"11 EUNOS ROAD 8, SINGAPORE 408601",158.38433766666665,16.0,129.55333766666666,16.0,134.72125,15.0,Educational Institution,Private School,,2013.0,Platinum,2022.0,New Building for Non-Residential buildings (version 4),30000.0,18000.0,0.6,0.0,Water Cooled Chilled Water Plant,4.0,0.65,2022-01-10,20.0,N,408601,1.31945233598262,103.892134990552,GEYLANG
"231 MOUNTBATTEN ROAD, SINGAPORE 397999",153.8568115942029,14.0,116.16120524296676,15.0,127.59899296675191,14.0,Educational Institution,Private School,,1951.0,,,,9384.0,9384.0,1.0,0.0,Others,3.0,,,20.0,N,397999,1.30809319628825,103.880834672978,GEYLANG
"10 HYDERABAD ROAD, SINGAPORE 119579",131.2779215351002,13.0,87.70686805357651,11.0,86.78475349102308,13.0,Educational Institution,Private School,,1935.0,,,,10527.0,7400.0,0.7029543079699819,139.0,Others,10.0,,,0.0,N,119579,1.27990507782187,103.801422107552,QUEENSTOWN
"501 STIRLING ROAD, SINGAPORE 148951",111.61744,11.0,102.73756,14.0,78.80288,12.0,Educational Institution,Private School,,2005.0,GoldPlus,2013.0,New Building for Non-Residential buildings (version 4),25000.0,19000.0,0.76,0.0,Others,5.0,,,80.0,N,148951,1.29747209380308,103.80092012256,QUEENSTOWN
"29 HENG MUI KENG TERRACE, SINGAPORE 119620",119.34875783792364,12.0,96.21791412016827,12.0,68.40810778633225,11.0,Educational Institution,Private School,,2004.0,,,,25198.0,17782.0,0.7056909278514167,0.0,Air Cooled Chilled Water Plant,15.0,,,0.0,N,119620,1.2917732646887,103.777455452043,QUEENSTOWN
"1 TAMPINES STREET 73, SINGAPORE 528704",71.85379825092413,6.0,62.068327301296996,6.0,68.25412475367396,10.0,Educational Institution,Private School,,2011.0,Platinum,2020.0,Existing Building for Non-Residential buildings (version 3),77641.0,76000.0,0.9788642598627014,0.0,Water Cooled Chilled Water Plant,10.0,0.58,2020-01-16,28.0,Y,528704,1.35809194415808,103.931291869237,TAMPINES
"58 LOWLAND ROAD, SINGAPORE 547453",83.1905605554127,9.0,65.52714451015686,9.0,60.3240023142196,9.0,Educational Institution,Private School,,2006.0,,,,7778.0,7778.0,1.0,0.0,Others,11.0,,,0.0,N,547453,1.36270491505023,103.882542906981,HOUGANG
"1207 DOVER ROAD, SINGAPORE 139654",68.33647781484476,5.0,63.32676845996316,7.0,59.93647428525885,8.0,Educational Institution,Private School,,1900.0,Platinum,2020.0,Existing Building for Non-Residential buildings (version 3),87829.0,50000.0,0.5692880483667125,0.0,Water Cooled Chilled Water Plant,12.0,0.63,2020-01-16,28.0,Y,139654,1.30302017267241,103.775160504087,QUEENSTOWN
"1A WOODLEIGH PARK, SINGAPORE 357874",75.84305,7.0,63.87445625,8.0,59.3452625,7.0,Educational Institution,Private School,,1987.0,,,,8000.0,3000.0,0.375,0.0,Others,10.0,,,0.0,N,357874,1.3414673490247,103.868424366929,TOA PAYOH
"65 PASIR RIS DRIVE 1, SINGAPORE 519529",60.112528993640105,4.0,54.155121586232696,5.0,57.474027684249904,6.0,Educational Institution,Private School,,2003.0,,,,13365.0,8018.0,0.5999251777029555,0.0,Others,10.0,,,0.0,N,519529,1.37538513507624,103.939356106886,PASIR RIS
"92 JALAN RAJAH, SINGAPORE 329162",97.98089374178547,10.0,78.54118188251945,10.0,55.5710949347892,5.0,Educational Institution,Private School,,2009.0,,,,9891.0,5670.0,0.5732484076433121,0.0,Others,8.0,,,0.0,N,329162,1.3271336092509,103.854507209795,NOVENA
"9 ADAM ROAD, SINGAPORE 289886",57.89132222309567,3.0,47.89233786651993,3.0,51.63812278908891,4.0,Educational Institution,Private School,,1952.0,,,,12721.0,7867.0,0.6184262243534313,0.0,Others,3.0,,,70.0,N,289886,1.32549318022045,103.812876628098,BUKIT TIMAH
"9 AH HOOD ROAD, SINGAPORE 329975",79.36431266846361,8.0,52.41243773584905,4.0,49.90551805929919,3.0,Educational Institution,Private School,,2012.0,,,,9275.0,4600.0,0.49595687331536387,0.0,Others,1.0,,,0.0,N,329975,1.32811222071033,103.845707489035,NOVENA
"1 TELOK BLANGAH RISE, SINGAPORE 098888",48.66274403315706,2.0,38.79287694726312,2.0,36.80024581963699,2.0,Educational Institution,Private School,,2003.0,,,,6997.0,3437.0,0.49121051879376876,40.0,Others,5.0,,,0.0,N,098888,1.27427494015908,103.82025772579,BUKIT MERAH
