Address,2019 EUI,"2019 EUI Quartile
(Top being the least energy intensive quartile)",2020 EUI,"2020 EUI Quartile
(Top being the least energy intensive quartile)",2021 EUI,"2021 EUI Quartile 
(Top being the least energy intensive quartile)",Building Type,Main Function,Building Size,TOP/CSC Year,Green Mark Award,Year of Green Mark Award,Green Mark Version,GFA,AC Area,AC Area Percentage,No. Of Hotel Rooms,Type of Air-conditioning System,Age  of Chiller,Air-con system efficiency (kW/RT),Date of Last Audit/Health Check,LED Percentage Usage,Installation of Solar PV,Remarks,postal_code,lat,lon,plan_area
"3 INTERNATIONAL BUSINESS PARK, SINGAPORE 609927",115.27527979420678,Top,101.4332081189654,Top,92.22593875537387,Top,Commercial Building,Office,Large,2000.0,GoldPlus,2022.0,Existing Building for Non-Residential buildings (version 3),28378.0,22000.0,0.7752484318838537,0.0,Water Cooled Chilled Water Plant,3.0,,,50.0,N,,609927,1.32702482428064,103.748355514202,JURONG EAST
"101 JALAN BAHAR, SINGAPORE 649734",127.83785299662632,Top,100.97822410200438,Top,91.84981767215717,Top,Commercial Building,Office,Large,1999.0,,,,40312.0,13550.0,0.3361282000396904,0.0,Water Cooled Chilled Water Plant,19.0,2.19,2017-08-15,0.0,N,,649734,1.36733776396496,103.692104143231,WESTERN WATER CATCHMENT
"51 BRAS BASAH ROAD, SINGAPORE 189554",158.11179533213644,2nd,87.86477558348294,Top,85.96321364452423,Top,Commercial Building,Office,Large,1989.0,Platinum,2017.0,Existing Building for Non-Residential buildings (version 3),27850.0,20364.0,0.7312028725314184,0.0,Water Cooled Chilled Water Plant,10.0,0.56,2017-01-23,10.0,N,,189554,1.29793747849037,103.850182257356,MUSEUM
"20 MAXWELL ROAD, SINGAPORE 069113",109.56544918111754,Top,93.26216221098265,Top,85.707537933526,Top,Commercial Building,Office,Large,1975.0,Platinum,2017.0,Existing Building for Non-Residential buildings (version 3),16608.0,16608.0,1,0.0,Water Cooled Chilled Water Plant,1.0,0.6,2018-06-28,100.0,N,,069113,1.27899924309962,103.844679920086,OUTRAM
"91 JALAN BAHAR, SINGAPORE 649735",90.65522500144418,Top,87.14268470914448,Top,83.29640777540293,Top,Commercial Building,Office,Large,2005.0,,,,34622.0,12500.0,0.3610421119519381,0.0,Others,12.0,,,0.0,N,,649735,1.36490400804486,103.690629718327,WESTERN WATER CATCHMENT
"3A INTERNATIONAL BUSINESS PARK, SINGAPORE 609935",96.04966646408168,Top,84.61164191078157,Top,81.80558235079616,Top,Commercial Building,Office,Large,2009.0,GoldPlus,2022.0,New Building for Non-Residential buildings (version 3),41135.0,38531.0,0.9366962440743892,0.0,Water Cooled Chilled Water Plant,13.0,,,0.0,Y,,609935,1.32760824365397,103.749219232772,JURONG EAST
"20 CECIL STREET, SINGAPORE 049705",89.30332581910262,Top,74.7225890127536,Top,81.55093722014637,Top,Commercial Building,Office,Large,2018.0,,,,32383.0,29000.0,0.8955316060896149,0.0,Others,4.0,,,90.0,N,,049705,1.28305868511019,103.85047428531,DOWNTOWN CORE
"3 BULIM DRIVE, SINGAPORE 648172",,,81.87375405865073,Top,81.0583507704994,Top,Commercial Building,Office,Large,2019.0,GoldPlus,2022.0,New Building for Non-Residential buildings (version 4.1),19403.0,4910.0,Omit,0.0,Others,2.0,,,13.0,N,,648172,1.35531455743399,103.700829921054,JURONG WEST
"18 NAPIER ROAD, SINGAPORE 258510",93.15114982578396,Top,82.20067648412333,Top,80.42523305502597,Top,Commercial Building,Office,Large,2015.0,Platinum,2014.0,New Building for Non-Residential buildings (version 4),15211.0,12160.0,0.7994214713036618,0.0,Water Cooled Chilled Water Plant,5.0,,,75.0,Y,,258510,1.30623741889707,103.822064799123,TANGLIN
"1 DEFU AVENUE 1, SINGAPORE 539540",81.53158946505431,Top,83.4483844025415,Top,80.14834289813487,Top,Commercial Building,Office,Large,2004.0,,,,19516.0,1090.0,0.05585160893625743,0.0,Others,5.0,,,0.0,N,,539540,1.34732433078393,103.890687115542,HOUGANG
"1 KAY SIANG ROAD, SINGAPORE 248922",98.11135710025845,Top,83.39256444238286,Top,78.1235252799682,Top,Commercial Building,Office,Large,1960.0,,,,15091.0,9500.0,0.6295142800344576,0.0,Others,15.0,,,10.0,N,,248922,1.29602159163943,103.81524458873,QUEENSTOWN
"501 OLD CHOA CHU KANG ROAD, SINGAPORE 698928",89.93638026591412,Top,84.32239613639008,Top,77.73688467357152,Top,Commercial Building,Office,Large,2005.0,Platinum,2019.0,Existing Building for Non-Residential buildings (version 3),137488.0,61304.0,0.4458861864308158,0.0,Water Cooled Chilled Water Plant,2.0,0.9,2017-09-28,10.0,Y,,698928,1.37193281298228,103.720857409391,WESTERN WATER CATCHMENT
"307 ALEXANDRA ROAD, SINGAPORE 159943",80.492581361835,Top,77.48713222048757,Top,77.5657169448781,Top,Commercial Building,Office,Large,1991.0,Platinum,2021.0,Existing Building for Non-Residential buildings (version 3),16654.0,6662.0,0.40002401825387296,0.0,Others,9.0,,,100.0,Y,,159943,1.28907911938054,103.806882580794,BUKIT MERAH
"29 INTERNATIONAL BUSINESS PARK, SINGAPORE 609923",123.49666986104455,Top,92.18101740935954,Top,76.35729436192302,Top,Commercial Building,Office,Large,1998.0,,,,25044.0,24522.0,0.9791566842357451,0.0,Water Cooled Chilled Water Plant,4.0,0.6,,10.0,N,,609923,1.3269753754609,103.746325536541,JURONG EAST
"298 JALAN BUKIT HO SWEE, SINGAPORE 169565",,,57.3832571195726,Top,69.0238443428261,Top,Commercial Building,Office,Large,2020.0,Platinum,2021.0,Non-Residential Buildings NRB: 2015,22087.0,11905.0,,0.0,Water Cooled Chilled Water Plant,1.0,,,100.0,N,,169565,1.28791981662355,103.830283766722,BUKIT MERAH
"9 JURONG TOWN HALL ROAD, SINGAPORE 609431",77.15747333130143,Top,65.2726310576044,Top,65.98735637000914,Top,Commercial Building,Office,Large,2017.0,Platinum,2020.0,Existing Building for Non-Residential buildings (version 3),26248.0,20000.0,0.7619628162145687,0.0,Water Cooled Chilled Water Plant,4.0,,,0.0,N,,609431,1.32872179304039,103.74193226099,JURONG EAST
"168 JALAN BUKIT MERAH, SINGAPORE 150168",133.10567839826115,Top,167.68094800200635,3rd,65.45095030291405,Top,Commercial Building,Office,Large,1986.0,Platinum,2020.0,Existing Building for Non-Residential buildings (version 3),62559.0,62559.0,0.6537263835479017,0.0,Water Cooled Chilled Water Plant,10.0,0.62,2020-09-28,82.0,N,,150168,1.28308392545022,103.81931340476,BUKIT MERAH
"80 ANSON ROAD, SINGAPORE 079907",157.0052004600723,2nd,128.4367236279987,2nd,48.435589878409466,Top,Commercial Building,Office,Large,1989.0,Platinum,2017.0,Existing Building for Non-Residential buildings (version 3),48688.0,33700.0,0.6921623397962537,0.0,Water Cooled Chilled Water Plant,2.0,0.59,2013-03-20,50.0,N,,079907,1.27311737895546,103.843586446705,DOWNTOWN CORE
"51 GRANGE ROAD, SINGAPORE 249564",74.29467154331613,Top,51.81281411359725,Top,48.30680436029834,Top,Commercial Building,Office,Large,1978.0,Certified,2017.0,New Building for Non-Residential buildings (version 4.1),20916.0,14101.0,0.6741728820042073,0.0,Others,5.0,,,0.0,N,,249564,1.29724594533811,103.82914403324,TANGLIN
"21 COLLYER QUAY, SINGAPORE 049320",209.28953978128985,3rd,83.41048726766877,Top,41.210324973917075,Top,Commercial Building,Office,Large,1982.0,Platinum,2020.0,Existing Non-Residental Buildings ENRB: 2017,25879.0,20000.0,0.7728273890026662,0.0,Water Cooled Chilled Water Plant,12.0,0.72,2016-10-26,10.0,N,,049320,1.28508096732428,103.852800724044,DOWNTOWN CORE
"273 BRADDELL ROAD, SINGAPORE 579702",64.0596704764732,Top,47.467962990450744,Top,40.08881302261145,Top,Commercial Building,Office,Large,2009.0,,,,20211.0,7049.0,0.34877047152540697,0.0,Others,11.0,,,0.0,N,,579702,1.34287129652736,103.852359381591,TOA PAYOH
"200 BRADDELL ROAD, SINGAPORE 579700",39.021060798921795,Top,37.80297092042062,Top,39.00372257561989,Top,Commercial Building,Office,Large,1994.0,Platinum,2017.0,Existing Building for Non-Residential buildings (version 3),46218.0,18758.0,0.3511287484556924,0.0,Water Cooled Chilled Water Plant,2.0,,,28.0,Y,,579700,1.34446838396585,103.858721835904,BISHAN
"10 WOODLANDS AVENUE 8, SINGAPORE 738973",38.899824144947196,Top,53.52528437166941,Top,34.921141846720275,Top,Commercial Building,Office,Large,2000.0,Platinum,2014.0,Existing Building for Non-Residential buildings (version 3),20642.0,3949.0,0.19130898168782096,0.0,Others,10.0,,,70.0,Y,,738973,1.45428714079221,103.800262079753,WOODLANDS
"1 SCIENCE PARK DRIVE, SINGAPORE 118221",344.58952897534215,Bottom,286.5167243367935,Bottom,32.73333021602918,Top,Commercial Building,Office,Large,1989.0,,,,32079.0,20319.0,0.6334050313289068,0.0,Water Cooled Chilled Water Plant,17.0,0.83,2014-03-01,33.0,N,,118221,1.29186792886862,103.785634649638,QUEENSTOWN
"5 BISHAN STREET 14, SINGAPORE 579783",32.150386167146976,Top,24.66907204610951,Top,29.981680691642648,Top,Commercial Building,Office,Large,1998.0,,,,43375.0,401.0,0.009244956772334294,0.0,Others,7.0,,,0.0,N,,579783,1.35528263459438,103.850922068559,BISHAN
"21 JURONG EAST STREET 31, SINGAPORE 609517",40.574636264810195,Top,32.553856416563264,Top,27.471991347220236,Top,Commercial Building,Office,Large,2000.0,,,,91069.0,8.0,8.784547980102999e-05,0.0,Others,17.0,,,0.0,N,,609517,1.34679361539209,103.729228629547,JURONG EAST
"3 FUSIONOPOLIS LINK, SINGAPORE 138543",23.484033712269696,Top,19.95894982359859,Top,19.832110544884358,Top,Commercial Building,Office,Large,2013.0,Platinum,2019.0,New Building for Non-Residential buildings (version 4),25510.0,2148.0,0.08420227361818894,0.0,Water Cooled Chilled Water Plant,4.0,0.57,2017-03-03,20.0,Y,,138543,1.29864048874909,103.789837332175,QUEENSTOWN
"450 LORONG 6 TOA PAYOH, SINGAPORE 319394",20.129289434331977,Top,25.19764734698087,Top,17.080406074356727,Top,Commercial Building,Office,Large,1978.0,Certified,2022.0,Existing Non-Residental Buildings ENRB: 2017,38786.0,2159.0,0.05566441499510132,0.0,Others,7.0,,,0.0,N,,319394,1.33167653374942,103.849383945185,TOA PAYOH
"11 BIOPOLIS WAY, SINGAPORE 138667",676.0925743901297,,641.8271898557849,,649.4814915484384,,Commercial Building,Office,Large,2008.0,GoldPlus,2016.0,Existing Building for Non-Residential buildings (version 3),170856.0,144122.0,0.8435290537060448,0.0,District Cooling Plant,13.2,0.05,2010-08-01,10.0,N,,138667,1.30442826742054,103.791696248238,QUEENSTOWN
"5 CHANGI BUSINESS PARK VISTA, SINGAPORE 486040",467.7736432416703,,495.96940928270044,,521.521533537029,,Commercial Building,Office,Large,2007.0,Platinum,2007.0,New Building (version 1),20619.0,13947.0,0.6764149570784228,0.0,District Cooling Plant,11.0,,,3.0,N,,486040,1.33777909809641,103.965902726003,TAMPINES
"26 AYER RAJAH CRESCENT, SINGAPORE 139944",516.4016267123287,,492.7328033268102,,482.5043786692759,,Commercial Building,Office,Large,2014.0,Platinum,2015.0,New Building for Non-Residential buildings (version 4.1),40880.0,35333.0,0.8643101761252446,0.0,District Cooling Plant,7.0,,,0.0,Y,,139944,1.2956063657836,103.791257019111,QUEENSTOWN
"70 BIOPOLIS STREET, SINGAPORE 138547",302.10780057070383,,296.421092263792,,309.6214013950539,,Commercial Building,Office,Large,2013.0,Gold,2018.0,New Building for Non-Residential buildings (version 4),31540.0,27635.0,0.8761889663918834,0.0,District Cooling Plant,3.0,,,0.0,Y,,138547,1.30291803162987,103.7919357017,QUEENSTOWN
"8 BIOMEDICAL GROVE, SINGAPORE 138665",307.80415702957214,,303.6801792499587,,302.04413100941684,,Commercial Building,Office,Large,2006.0,Gold,2019.0,New Building (version 1),48424.0,39608.0,0.8179415166033371,0.0,District Cooling Plant,7.0,,,0.0,N,,138665,1.3021738521009,103.793545248978,QUEENSTOWN
"2 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486029",319.81025945221023,,298.509284572136,,283.21442203538453,,Commercial Building,Office,Large,2008.0,Platinum,2018.0,Existing Building for Non-Residential buildings (version 3),38774.0,34511.0,0.8900551916232528,0.0,District Cooling Plant,3.0,,,90.0,Y,,486029,1.33270439344792,103.964806078522,TAMPINES
"1 FUSIONOPOLIS VIEW, SINGAPORE 138577",277.537975105579,,256.6066236941543,,243.14193154034228,,Commercial Building,Office,Large,2013.0,Platinum,2022.0,Existing Building for Non-Residential buildings (version 3),22495.0,16604.0,0.7381195821293621,0.0,District Cooling Plant,11.5,,,45.0,Y,,138577,1.29994179707526,103.789404349716,QUEENSTOWN
"3 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486026",347.3848925213776,,290.50201398403175,,242.94043841829262,,Commercial Building,Office,Large,2009.0,,,,21167.0,18901.0,0.8929465677705863,0.0,District Cooling Plant,9.0,,,50.0,N,,486026,1.33413242407324,103.965832518345,TAMPINES
"1 FUSIONOPOLIS WAY, SINGAPORE 138632",207.44903841042,,197.49235911749074,,204.45041616826157,,Commercial Building,Office,Large,2008.0,Platinum,2022.0,Existing Building for Non-Residential buildings (version 3),120384.0,86951.0,0.7222803694843168,0.0,District Cooling Plant,12.2,,,15.0,N,,138632,1.29936328832972,103.787687643371,QUEENSTOWN
"3 BIOPOLIS DRIVE, SINGAPORE 138623",188.06822412509308,,181.54649106478035,,193.86753071481758,,Commercial Building,Office,Large,2011.0,Gold,2011.0,New Building for Non-Residential buildings (version 3),42976.0,35663.0,0.8298352568875651,0.0,District Cooling Plant,13.0,,,25.0,N,,138623,1.30160387201158,103.793236804083,QUEENSTOWN
"10 COLLYER QUAY, SINGAPORE 049315",210.36081996416365,,184.59973226935577,,179.32192266022167,,Commercial Building,Office,Large,2011.0,Platinum,2022.0,Existing Building for Non-Residential buildings (version 3),95992.0,85783.0,0.8936473872822736,0.0,District Cooling Plant,9.75,0.59,2019-01-09,0.0,Y,,049315,1.28320427421802,103.851977132688,DOWNTOWN CORE
"8 MARINA BOULEVARD, SINGAPORE 018981",202.00058189757183,,174.70130076442467,,168.4650713541913,,Commercial Building,Office,Large,2009.0,Platinum,2020.0,Existing Building for Non-Residential buildings (version 3),338032.0,317799.0,0.9401447200265064,0.0,District Cooling Plant,12.0,,,20.0,N,,018981,1.28004246205356,103.854214513328,DOWNTOWN CORE
"7 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486072",147.8103713428357,,176.6647874468617,,161.88771005251314,,Commercial Building,Office,Large,2000.0,GoldPlus,2022.0,Existing Building for Non-Residential buildings (version 3),15996.0,14000.0,0.8752188047011753,0.0,District Cooling Plant,20.0,,,85.0,N,,486072,1.33612409179148,103.964650994379,TAMPINES
"21 BIOPOLIS ROAD, SINGAPORE 138567",151.12036600017163,,152.81270917360337,,157.6106689264567,,Commercial Building,Office,Large,2014.0,GoldPlus,2022.0,Existing Building for Non-Residential buildings (version 3),46612.0,38820.0,0.8328327469321205,0.0,District Cooling Plant,5.0,,,25.0,N,,138567,1.30149477268515,103.791969807034,QUEENSTOWN
"12 MARINA VIEW, SINGAPORE 018961",205.8557935647144,,161.13611713665944,,151.1411183417691,,Commercial Building,Office,Large,2013.0,Platinum,2020.0,New Building for Non-Residential buildings (version 3),99576.0,82729.0,0.8308126456174179,305.0,District Cooling Plant,12.0,,,10.0,Y,,018961,1.27836304614879,103.850957393439,DOWNTOWN CORE
"1 RAFFLES QUAY, SINGAPORE 048583",290.44426094137077,,192.6078732070863,,142.94196753846046,,Commercial Building,Office,Large,2006.0,Platinum,2022.0,Existing Building for Non-Residential buildings (version 3),144109.0,140000.0,0.9714868606402098,0.0,District Cooling Plant,12.0,,,26.0,N,,048583,1.2815008889802,103.85216045363,DOWNTOWN CORE
"7 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486028",186.35292325306546,,165.1869183040331,,141.2172772935441,,Commercial Building,Office,Large,2009.0,Platinum,2019.0,Existing Building for Non-Residential buildings (version 3),27076.0,22004.0,0.812675432117004,0.0,District Cooling Plant,11.0,,,20.0,Y,,486028,1.33483540478273,103.966571364902,TAMPINES
"10 CHANGI BUSINESS PARK CENTRAL 2, SINGAPORE 486030",189.78294157679824,,149.43238927860958,,134.8492566223432,,Commercial Building,Office,Large,2008.0,,,,19102.0,18773.0,0.9827766725997278,0.0,District Cooling Plant,7.0,,,0.0,N,,486030,1.33567124394463,103.966533063663,TAMPINES
"8 MARINA VIEW, SINGAPORE 018960",167.45665980089254,,145.29172674219018,,133.3507037418469,,Commercial Building,Office,Large,2011.0,Platinum,2021.0,Existing Building for Non-Residential buildings (version 3),145650.0,123715.0,0.8493992447648472,0.0,District Cooling Plant,13.0,,,10.0,Y,,018960,1.2791142892786,103.851258617266,DOWNTOWN CORE
"2 CHANGI BUSINESS PARK AVENUE 1, SINGAPORE 486015",159.2561141491028,,195.87316232035394,,132.27447720590257,,Commercial Building,Office,Large,2012.0,GoldPlus,2020.0,New Building for Non-Residential buildings (version 3),72782.0,60239.0,0.827663433266467,251.0,District Cooling Plant,10.0,,,0.0,N,,486015,1.33576406460825,103.963024009711,TAMPINES
"5 STRAITS VIEW, SINGAPORE 018935",123.96246337541929,,105.46446905579995,,117.68888276409498,,Commercial Building,Office,Large,2017.0,Platinum,2020.0,New Building for Non-Residential buildings (version 4),226765.0,195175.0,0.79645710741306,0.0,District Cooling Plant,11.0,0.5,2020-02-28,20.0,N,,018935,1.27737235072298,103.852844801266,DOWNTOWN CORE
"1 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486025",158.3170652842727,,129.10284118877678,,115.50069222249569,,Commercial Building,Office,Large,2009.0,Gold,2022.0,New Building for Non-Residential buildings (version 3),32504.0,32504.0,1,0.0,District Cooling Plant,13.0,,,100.0,N,,486025,1.33360158623326,103.965411905521,TAMPINES
"51 CHANGI BUSINESS PARK CENTRAL 2, SINGAPORE 486066",138.02386711664207,,121.99931892005905,,111.94946150601139,,Commercial Building,Office,Large,2002.0,Gold,2019.0,Existing Building for Non-Residential buildings (version 3),47410.0,32745.0,0.690677072347606,0.0,District Cooling Plant,5.35,,,10.0,N,,486066,1.33475676200367,103.965118785684,TAMPINES
"1 FUSIONOPOLIS WALK, SINGAPORE 138628",128.57264127764128,,107.75683163683162,,106.56532838032838,,Commercial Building,Office,Large,2010.0,Platinum,2022.0,New Building for Non-Residential buildings (version 3),51282.0,41019.0,0.7998712998712999,1.0,District Cooling Plant,0.0,,,0.0,N,,138628,1.29806429260644,103.790115604433,QUEENSTOWN
"75 SCIENCE PARK DRIVE, SINGAPORE 118255",549.7872310047776,,111.42945490767556,,106.55975466233791,,Commercial Building,Office,Large,1990.0,GoldPlus,2019.0,Existing Non-Residental Buildings ENRB: 2017,54211.0,46600.0,0.8596041393813064,0.0,District Cooling Plant,6.0,0.59,2019-03-01,100.0,N,,118255,1.29005640233779,103.789990399181,QUEENSTOWN
"17 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486073",117.54967498068646,,100.60010594857079,,102.14636353603355,,Commercial Building,Office,Large,2000.0,Certified,2019.0,Existing Non-Residental Buildings ENRB: 2017,18122.0,14000.0,0.7725416620682044,0.0,District Cooling Plant,18.0,,,45.0,N,,486073,1.33726475253379,103.965641936334,TAMPINES
"9 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486005",116.75954260822216,,89.71421181595426,,85.5727742989382,,Commercial Building,Office,Large,2014.0,Gold,2020.0,New Building for Non-Residential buildings (version 4),18365.0,15073.0,0.8207459842090934,0.0,District Cooling Plant,6.0,,,90.0,N,,486005,1.33518861226839,103.967263733976,TAMPINES
"3 CHANGI BUSINESS PARK VISTA, SINGAPORE 486051",98.48087126137841,,85.46040312093628,,78.85911573472042,,Commercial Building,Office,Large,2002.0,Gold,2019.0,Existing Building for Non-Residential buildings (version 2.1),19225.0,15380.0,0.8,0.0,District Cooling Plant,16.0,,,0.0,N,,486051,1.33679470722205,103.96725422704,TAMPINES
"15 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486006",74.17936602870813,,67.42947846889952,,70.75828349282297,,Commercial Building,Office,Large,2015.0,,,,16720.0,5400.0,0.3229665071770335,0.0,District Cooling Plant,12.0,,,0.0,N,,486006,1.33726029655352,103.968510742969,TAMPINES
"15A CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486035",92.30493811632118,,71.39552123163614,,61.41127540752665,,Commercial Building,Office,Large,2007.0,,,,19876.0,15000.0,0.7546790098611391,0.0,District Cooling Plant,9.0,,,40.0,N,,486035,1.33796640067292,103.964628553987,TAMPINES
"9 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486048",88.63019185832002,,56.458731398351986,,52.14604968638544,,Commercial Building,Office,Large,2003.0,GoldPlus,2022.0,Existing Building for Non-Residential buildings (version 3),16262.0,15500.0,0.9531422949206739,0.0,District Cooling Plant,20.0,,,85.0,N,,486048,1.33652341146658,103.965113516995,TAMPINES
"20 CHANGI BUSINESS PARK CENTRAL 2, SINGAPORE 486031",37.68488868042527,,37.414474671669794,,45.86141213258286,,Commercial Building,Office,Large,2015.0,Gold,2016.0,New Building for Non-Residential buildings (version 4.1),15990.0,13141.0,0.8218261413383364,0.0,District Cooling Plant,11.0,,,58.0,N,,486031,1.33754206525389,103.967776834995,TAMPINES
"15 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486057",50.072976365546225,,33.62480829831933,,43.10006302521009,,Commercial Building,Office,Large,2001.0,Gold,2022.0,Existing Building for Non-Residential buildings (version 2.1),19040.0,14000.0,0.7352941176470589,0.0,District Cooling Plant,20.0,,,85.0,N,,486057,1.33734905463854,103.96397139661,TAMPINES
"15 HOE CHIANG ROAD, SINGAPORE 089316",110.62407627622527,Top,9.724645375010617,Top,,,Commercial Building,Office,Large,2011.0,,,,23546.0,21906.0,0.9303491038817634,17.0,Water Cooled Chilled Water Plant,1.0,,,60.0,N,,089316,1.2737717948156,103.842089338694,DOWNTOWN CORE
"9 TAMPINES GRANDE, SINGAPORE 528735",136.89407422839966,Top,,,,,Commercial Building,Office,Large,2009.0,Platinum,2021.0,Existing Building for Non-Residential buildings (version 2.1),33599.0,26713.0,0.7950534242090539,0.0,Water Cooled Chilled Water Plant,9.0,0.61,2018-01-22,0.0,Y,,528735,1.35571330189513,103.941302004065,TAMPINES
"3 SECOND HOSPITAL AVENUE, SINGAPORE 168937",159.09040344655966,2nd,148.40385778275476,2nd,,,Commercial Building,Office,Large,1996.0,Platinum,2020.0,Existing Building for Non-Residential buildings (version 2.1),32148.0,23595.0,0.7339492347891005,0.0,Water Cooled Chilled Water Plant,8.0,0.65,2020-01-06,30.0,N,,168937,1.27937281065482,103.838387502631,BUKIT MERAH
"1 SELARANG PARK ROAD, SINGAPORE 508167",,,,,,,Commercial Building,Office,Large,2021.0,Platinum,2018.0,New Building for Non-Residential buildings (version 4.1),53941.0,8787.0,,0.0,Water Cooled Chilled Water Plant,2.0,0.45,,16.0,N,,508167,1.3708718379447,103.978312286363,PASIR RIS
"1 TAMPINES CENTRAL 1, SINGAPORE 529539",1463.763166760247,Bottom,1508.821044357103,Bottom,1515.5967209432904,Bottom,Commercial Building,Office,Medium,1997.0,,,,8905.0,8904.0,0.9998877035373386,0.0,Water Cooled Chilled Water Plant,23.0,1.18,2018-09-05,0.0,N,Office Building with Non-Typical Activity (e.g. Industrial Function),529539,1.35215248961094,103.942836203396,TAMPINES
"10 INTERNATIONAL BUSINESS PARK, SINGAPORE 609928",1185.90500169262,Bottom,1221.8770311442113,Bottom,1312.2011255924172,Bottom,Commercial Building,Office,Medium,1997.0,,,,11816.0,11816.0,1,0.0,Water Cooled Chilled Water Plant,24.0,,,94.0,N,Office Building with Non-Typical Activity (e.g. Industrial Function),609928,1.32523049308303,103.748956924072,JURONG EAST
"8 INTERNATIONAL BUSINESS PARK, SINGAPORE 609925",1069.1798986486488,Bottom,1056.8227557915059,Bottom,1052.297689430502,Bottom,Commercial Building,Office,Medium,1995.0,,,,8288.0,5942.0,0.7169401544401545,0.0,Air Cooled Chilled Water Plant,4.0,,,90.0,N,Office Building with Non-Typical Activity (e.g. Industrial Function),609925,1.32585001264393,103.748588223098,JURONG EAST
"11 INTERNATIONAL BUSINESS PARK, SINGAPORE 609926",870.3442262267138,Bottom,926.2101850724462,Bottom,970.3355351272373,Bottom,Commercial Building,Office,Medium,1997.0,,,,8213.0,3413.0,0.41556069645683674,0.0,Water Cooled Chilled Water Plant,1.0,,,100.0,N,Office Building with Non-Typical Activity (e.g. Industrial Function),609926,1.32423250494366,103.750595101899,JURONG EAST
"51 SCIENCE PARK ROAD, SINGAPORE 117586",750.6757808778495,Bottom,752.7826151752298,Bottom,762.254918679823,Bottom,Commercial Building,Office,Medium,1999.0,Certified,2020.0,Existing Non-Residental Buildings ENRB: 2017,14695.0,13966.0,0.9503912895542702,0.0,Others,5.0,,,100.0,N,Office Building with Non-Typical Activity (e.g. Industrial Function),117586,1.2874103128712,103.783100732754,QUEENSTOWN
"9 INTERNATIONAL BUSINESS PARK, SINGAPORE 609915",768.096875,Bottom,805.5617244525547,Bottom,747.0084397810219,Bottom,Commercial Building,Office,Medium,2003.0,Gold,2019.0,New Building for Non-Residential buildings (version 4),10960.0,10960.0,1,0.0,Water Cooled Chilled Water Plant,7.0,0.72,2019-05-22,90.0,N,Office Building with Non-Typical Activity (e.g. Industrial Function),609915,1.32480020432379,103.750270949804,JURONG EAST
"3 BISHAN PLACE, SINGAPORE 579838",717.0169429280396,Bottom,654.7207344913152,Bottom,567.9719640198512,Bottom,Commercial Building,Office,Medium,1997.0,GoldPlus,2021.0,Existing Non-Residental Buildings ENRB: 2017,8060.0,6340.0,0.7866004962779156,0.0,Water Cooled Chilled Water Plant,1.0,0.61,2020-02-27,10.0,N,Office Building with Non-Typical Activity (e.g. Industrial Function),579838,1.34966023765352,103.84918960945,BISHAN
"1 CANNING RISE, SINGAPORE 179868",415.163623082542,Bottom,440.84401022644266,Bottom,422.7250365230095,Bottom,Commercial Building,Office,Medium,1997.0,,,,8214.0,5679.0,0.6913805697589481,0.0,Water Cooled Chilled Water Plant,19.0,,,4.0,N,,179868,1.29296733005703,103.848299538922,MUSEUM
"10 PRINSEP LINK, SINGAPORE 187948",441.17970251065844,Bottom,136.52317479867364,2nd,397.42179346281387,Bottom,Commercial Building,Office,Medium,2001.0,,,,10555.0,10555.0,1,0.0,Others,5.0,,,5.0,N,,187948,1.30046735366415,103.850556061949,ROCHOR
"18 CHURCH STREET, SINGAPORE 049479",399.78702905766266,Bottom,361.5934733411786,Bottom,344.620553091337,Bottom,Commercial Building,Office,Medium,1986.0,Gold,2016.0,Existing Building for Non-Residential buildings (version 2.1),11047.0,8824.0,0.7987688965329954,0.0,Water Cooled Chilled Water Plant,10.0,0.7,2016-06-07,30.0,N,Office Building with Non-Typical Activity (e.g. Industrial Function),049479,1.2848057262583,103.848835107849,DOWNTOWN CORE
"1 JALAN BERSEH, SINGAPORE 209037",325.4770098550725,Bottom,287.0789217391304,Bottom,280.57135536231885,Bottom,Commercial Building,Office,Medium,2000.0,,,,8625.0,100.0,0.011594202898550725,0.0,Others,0.0,,,0.0,N,,209037,1.30740644951859,103.85747836874,ROCHOR
"85 SCIENCE PARK DRIVE, SINGAPORE 118259",562.2885034246575,Bottom,430.40304337899533,Bottom,277.7588287671233,Bottom,Commercial Building,Office,Medium,1994.0,,,,8760.0,4763.0,0.5437214611872146,0.0,Others,0.0,,,50.0,N,,118259,1.28827902578068,103.79054571256,QUEENSTOWN
